row,plant,mass,BER,fungus,cracking,penetrometer,sugar 1,sugar 2,sugar_avg,date_harvest,date_analysis
4,3,15.4,1,1,1,,,,,10/8/2024,10/21/2024
4,3,27.5,0,1,0,,,,,10/8/2024,10/21/2024
1,12,15.2,0,0,0,,,,,10/8/2024,10/21/2024
4,1,12.7,0,0,0,,,,,10/8/2024,10/21/2024
1,10,22.7,0,0,0,,,,,10/8/2024,10/21/2024
1,12,9.6,0,0,0,,,,,10/8/2024,10/21/2024
1,10,5.3,0,1,1,,,,,10/8/2024,10/21/2024
1,10,11.8,1,1,1,,,,,10/8/2024,10/21/2024
4,1,20.4,0,0,0,,,,,10/8/2024,10/21/2024
4,3,11.8,0,1,0,,,,,10/8/2024,10/21/2024
1,9,14.3,0,1,0,,,,,10/8/2024,10/21/2024
1,12,9.3,0,0,0,,,,,10/8/2024,10/21/2024
1,9,18.4,0,0,0,,,,,10/8/2024,10/21/2024
1,9,70.6,1,1,0,,,,,10/8/2024,10/21/2024
1,12,14.1,0,1,0,,,,,10/8/2024,10/21/2024
4,1,8.2,0,0,0,,,,,10/8/2024,10/21/2024
1,9,19.3,0,1,0,,,,,10/8/2024,10/21/2024
1,6,14.3,0,1,0,,,,,10/8/2024,10/21/2024
4,7,7.8,0,0,0,,,,,10/8/2024,10/21/2024
1,9,7.5,0,1,0,,,,,10/8/2024,10/21/2024
1,12,9,0,0,0,,,,,10/8/2024,10/21/2024
4,7,9.4,0,1,0,,,,,10/8/2024,10/21/2024
1,12,9.5,0,0,0,,,,,10/8/2024,10/21/2024
1,9,9.7,0,1,0,,,,,10/8/2024,10/21/2024
2,1,3.5,0,0,0,,,,,10/8/2024,10/21/2024
1,9,19.7,0,1,1,,,,,10/8/2024,10/21/2024
1,9,17.7,0,0,0,,,,,10/8/2024,10/21/2024
1,1,2.2,0,0,0,,,,,10/8/2024,10/21/2024
1,1,18.8,0,0,0,,,,,10/8/2024,10/21/2024
1,10,14.5,0,1,0,,,,,10/8/2024,10/21/2024
1,6,85.3,0,1,1,,,,,10/8/2024,10/21/2024
1,9,20.8,1,1,0,,,,,10/8/2024,10/21/2024
1,2,3.4,0,0,0,,,,,10/8/2024,10/21/2024
1,9,28.1,0,1,1,,,,,10/8/2024,10/21/2024
1,1,11.5,0,0,0,,,,,10/8/2024,10/21/2024
1,7,29.9,0,1,1,,,,,10/8/2024,10/21/2024
1,9,12,0,1,0,,,,,10/8/2024,10/21/2024
1,7,19.2,0,1,0,,,,,10/8/2024,10/21/2024
1,9,25,0,1,1,,,,,10/8/2024,10/21/2024
1,7,19.9,1,1,0,,,,,10/8/2024,10/21/2024
4,3,9.7,0,1,0,,,,,10/8/2024,10/21/2024
1,7,10.9,0,0,0,,,,,10/8/2024,10/21/2024
1,12,10.9,0,0,0,,,,,10/8/2024,10/21/2024
1,7,14.4,0,0,0,,,,,10/8/2024,10/21/2024
1,8,25,0,1,1,,,,,10/8/2024,10/21/2024
1,7,22.7,0,1,1,,,,,10/8/2024,10/21/2024
4,7,13.4,0,0,1,,,,,10/8/2024,10/21/2024
1,2,3.6,0,0,0,,,,,10/8/2024,10/21/2024
1,7,26.3,0,1,1,,,,,10/8/2024,10/21/2024
1,7,19,0,0,0,,,,,10/8/2024,10/21/2024
1,7,22.3,0,0,0,,,,,10/8/2024,10/21/2024
1,12,20.3,0,0,0,,,,,10/8/2024,10/21/2024
1,7,20.5,0,1,1,,,,,10/8/2024,10/21/2024
1,7,17.5,0,0,0,,,,,10/8/2024,10/21/2024
1,1,2.7,0,0,0,,,,,10/8/2024,10/21/2024
1,6,84.5,0,0,1,,,,,10/8/2024,10/23/2024
1,7,21.6,0,0,0,,,,,10/8/2024,10/23/2024
1,9,69.9,0,1,0,,,,,10/8/2024,10/23/2024
1,7,19.7,1,0,0,,,,,10/8/2024,10/23/2024
4,7,12.7,0,0,1,,,,,10/8/2024,10/23/2024
1,12,19.2,0,0,0,,,,,10/8/2024,10/23/2024
1,9,24.2,0,0,1,,,,,10/8/2024,10/23/2024
1,10,22.5,0,0,0,,,,,10/8/2024,10/23/2024
1,7,19,0,0,0,,,,,10/8/2024,10/23/2024
4,3,19,0,0,0,,,,,10/8/2024,10/23/2024
1,7,18.7,0,0,0,,,,,10/8/2024,10/23/2024
1,1,12.4,0,0,0,,,,,10/8/2024,10/23/2024
4,3,9.3,0,0,0,,,,,10/8/2024,10/23/2024
1,10,28.3,0,0,0,,,,,10/8/2024,10/23/2024
1,9,7.9,0,0,0,,,,,10/8/2024,10/23/2024
1,9,16.4,0,0,1,,,,,10/8/2024,10/23/2024
4,3,37.8,0,0,1,,,,,10/8/2024,10/23/2024
1,10,11.7,0,1,0,,,,,10/8/2024,10/23/2024
1,7,102.8,0,0,1,,,,,10/8/2024,10/23/2024
1,12,19.9,0,0,0,,,,,10/8/2024,10/23/2024
4,3,11.7,0,0,0,,,,,10/8/2024,10/23/2024
4,2,11,0,0,1,,,,,10/8/2024,10/23/2024
1,9,13.4,0,0,1,,,,,10/8/2024,10/23/2024
4,1,17.8,0,0,0,,,,,10/8/2024,10/23/2024
1,9,14.2,0,0,0,,,,,10/8/2024,10/23/2024
4,2,21.1,0,0,0,,,,,10/8/2024,10/23/2024
1,9,18.9,0,0,0,,,,,10/8/2024,10/23/2024
4,3,17.1,0,0,0,,,,,10/8/2024,10/23/2024
1,9,27.9,0,0,1,,,,,10/8/2024,10/23/2024
1,7,29.2,0,0,1,,,,,10/8/2024,10/23/2024
4,3,21.1,0,0,1,,,,,10/8/2024,10/23/2024
1,9,19.3,0,0,1,,,,,10/8/2024,10/23/2024
4,2,9.4,0,0,0,,,,,10/8/2024,10/23/2024
1,12,10.3,0,0,1,,,,,10/8/2024,10/23/2024
4,2,12.9,0,1,0,,,,,10/8/2024,10/23/2024
1,9,20.9,0,0,1,,,,,10/8/2024,10/23/2024
4,3,26.9,0,0,1,,,,,10/8/2024,10/23/2024
1,12,11.7,0,0,0,,,,,10/8/2024,10/23/2024
4,2,24.6,0,0,0,,,,,10/8/2024,10/23/2024
1,7,19.8,0,0,1,,,,,10/8/2024,10/23/2024
1,12,10.5,0,0,0,,,,,10/8/2024,10/23/2024
1,9,7.4,0,0,0,,,,,10/8/2024,10/23/2024
4,3,24.9,0,0,1,,,,,10/8/2024,10/23/2024
1,12,12.2,0,0,0,,,,,10/8/2024,10/23/2024
1,2,3.5,0,0,0,,,,,10/8/2024,10/23/2024
4,2,12.6,0,0,0,,,,,10/8/2024,10/23/2024
1,12,14.8,0,0,0,,,,,10/8/2024,10/23/2024
1,9,20.1,0,0,0,,,,,10/8/2024,10/23/2024
1,2,8.6,0,0,0,,,,,10/8/2024,10/23/2024
2,2,2.9,0,0,0,,,,,10/8/2024,10/23/2024
4,7,7.6,0,0,1,,,,,10/8/2024,10/23/2024
4,2,14.9,0,0,0,,,,,10/8/2024,10/23/2024
1,12,11.7,0,0,0,,,,,10/8/2024,10/23/2024
1,11,9.4,0,0,1,,,,,10/8/2024,10/23/2024
4,3,15.4,0,0,1,,,,,10/8/2024,10/23/2024
1,10,8.9,0,0,0,,,,,10/8/2024,10/23/2024
3,4,22.5,0,0,1,,,,,10/8/2024,10/23/2024
1,9,20.6,0,0,0,,,,,10/8/2024,10/23/2024
2,1,3.5,0,0,0,,,,,10/8/2024,10/23/2024
1,7,26.1,0,1,1,,,,,10/8/2024,10/23/2024
1,1,18.3,0,0,0,,,,,10/8/2024,10/23/2024
1,7,14.2,0,0,0,,,,,10/8/2024,10/23/2024
1,8,24.4,0,1,1,,,,,10/8/2024,10/23/2024
1,9,19.7,1,1,0,,,,,10/8/2024,10/23/2024
1,7,17.1,0,0,0,,,,,10/8/2024,10/23/2024
1,7,22.3,0,1,1,,,,,10/8/2024,10/23/2024
1,7,10.6,0,1,0,,,,,10/8/2024,10/23/2024
1,8,47.4,0,1,0,,,,,10/8/2024,10/23/2024
1,9,17.4,0,1,0,,,,,10/8/2024,10/23/2024
1,9,11.9,0,1,0,,,,,10/8/2024,10/23/2024
1,12,14,0,1,0,,,,,10/8/2024,10/23/2024
1,10,14.4,0,1,1,,,,,10/8/2024,10/23/2024
1,12,12.6,0,0,0,,,,,10/8/2024,10/23/2024
1,9,19.1,0,0,0,,,,,10/8/2024,10/23/2024
1,9,9.6,0,1,0,,,,,10/8/2024,10/23/2024
1,12,11.5,0,1,0,,,,,10/8/2024,10/23/2024
1,9,17.8,0,0,0,,,,,10/8/2024,10/23/2024
1,12,10.9,0,1,0,,,,,10/8/2024,10/23/2024
1,10,8.5,0,1,1,,,,,10/8/2024,10/23/2024
1,12,8.2,0,0,0,,,,,10/8/2024,10/23/2024
1,12,2.1,0,0,0,,,,,10/8/2024,10/23/2024
1,9,12.5,0,1,0,,,,,10/8/2024,10/23/2024
4,3,17.2,0,1,0,,,,,10/8/2024,10/23/2024
1,12,9.1,0,0,0,,,,,10/8/2024,10/23/2024
4,3,13.9,0,1,0,,,,,10/8/2024,10/23/2024
1,10,5.2,0,1,1,,,,,10/8/2024,10/23/2024
4,2,19.1,0,0,0,,,,,10/8/2024,10/23/2024
1,12,9.2,0,0,0,,,,,10/8/2024,10/23/2024
4,2,10.5,0,1,0,,,,,10/8/2024,10/23/2024
1,12,15,0,0,0,,,,,10/8/2024,10/23/2024
4,3,10,0,0,0,,,,,10/8/2024,10/23/2024
4,1,11.6,0,1,1,,,,,10/8/2024,10/23/2024
4,2,10,0,0,0,,,,,10/8/2024,10/23/2024
1,11,9.8,0,0,0,,,,,10/8/2024,10/23/2024
3,3,10.4,0,0,0,,,,,10/8/2024,10/23/2024
4,2,14.3,0,0,0,,,,,10/8/2024,10/23/2024
4,1,9.5,0,1,0,,,,,10/8/2024,10/23/2024
1,11,18.7,0,1,0,,,,,10/8/2024,10/23/2024
1,11,11.3,0,0,0,,,,,10/8/2024,10/23/2024
1,1,2.6,0,0,0,,,,,10/8/2024,10/23/2024
1,6,14.2,0,1,0,,,,,10/8/2024,10/23/2024
4,2,9.7,0,1,0,,,,,10/8/2024,10/23/2024
4,2,8.5,0,1,0,,,,,10/8/2024,10/23/2024
1,11,9.5,0,1,1,,,,,10/8/2024,10/23/2024
1,12,8.3,0,1,1,,,,,10/8/2024,10/23/2024
