Row,Pot,Cluster,Weight,BER,Date
B,1,4,36.6,0,9/18/2023
B,1,5,78.9,0,9/18/2023
B,1,7,41.9,0,9/18/2023
A,3,2,18.1,1,9/18/2023
A,3,3,54.7,1,9/18/2023
A,3,3,85.8,0,9/18/2023
B,2,2,49.1,0,9/18/2023
B,2,3,31.8,0,9/18/2023
B,2,5,57.3,0,9/18/2023
B,2,5,59.9,1,9/18/2023
B,2,6,71.2,1,9/18/2023
B,2,7,71.1,1,9/18/2023
B,2,7,68.7,1,9/18/2023
A,2,4,73.6,0,9/18/2023
A,2,6,65.1,1,9/18/2023
B,3,2,87.1,0,9/18/2023
B,4,3,65.6,0,9/18/2023
B,4,4,41.7,0,9/18/2023
A,5,3,91.3,1,9/18/2023
A,3,8,106.1,0,9/18/2023
A,4,7,71.2,1,9/18/2023
B,5,3,65.9,1,9/18/2023
B,5,4,60.9,0,9/18/2023
A,5,1,26.7,1,9/18/2023
A,5,1,52,1,9/18/2023
A,5,6,42.1,0,9/18/2023
A,5,7,94.9,0,9/18/2023
B,6,2,118,0,9/18/2023
A,7,3,65.1,1,9/18/2023
A,7,4,23.8,0,9/18/2023
A,4,3,64.5,0,9/18/2023
A,4,5,54.4,0,9/18/2023
A,4,6,40.5,0,9/18/2023
A,5,7,108.5,0,9/18/2023
A,6,5,69.9,0,9/18/2023
A,6,4,84.8,1,9/18/2023
A,5,8,157.1,1,9/18/2023
B,5,9,54.2,1,9/18/2023
B,7,5,64.9,1,9/18/2023
B,7,7,35.8,1,9/18/2023
B,7,9,29.5,0,9/18/2023
A,7,6,32.2,0,9/18/2023
A,8,7,39.5,1,9/18/2023
A,8,6,48.6,0,9/18/2023
C,1,5,56.8,1,9/18/2023
C,1,8,57.6,1,9/18/2023
C,2,2,31.9,1,9/18/2023
C,2,2,15.8,1,9/18/2023
C,2,8,45.6,1,9/18/2023
C,2,8,35.2,1,9/18/2023
C,4,3,9.7,1,9/18/2023
C,3,2,98.6,0,9/18/2023
C,4,3,37.8,0,9/18/2023
C,4,9,41.3,0,9/18/2023
C,4,9,55.8,0,9/18/2023
C,4,10,37,1,9/18/2023
C,4,11,62.8,1,9/18/2023
C,4,12,34.2,0,9/18/2023
C,4,12,50.4,0,9/18/2023
D,5,4,54.8,1,9/18/2023
D,5,5,46.1,1,9/18/2023
D,5,7,51.3,0,9/18/2023
C,7,2,165.4,0,9/18/2023
C,6,2,72.1,0,9/18/2023
C,6,7,38.4,1,9/18/2023
C,8,6,27.2,1,9/18/2023
C,8,9,21.5,1,9/18/2023
C,8,11,45.1,1,9/18/2023
D,1,4,60.4,1,9/18/2023
D,1,6,31,1,9/18/2023
D,1,6,42.4,0,9/18/2023
C,6,3,118.1,1,9/18/2023
D,6,8,54.7,1,9/18/2023
D,6,9,31.4,1,9/18/2023
D,5,4,54.3,0,9/18/2023
D,4,3,41.3,0,9/18/2023
D,4,6,54.1,0,9/18/2023
D,8,7,40.4,1,9/18/2023
D,8,5,52.7,1,9/18/2023
D,8,9,29.4,1,9/18/2023
D,8,7,30,0,9/18/2023
B,1,6,26.3,0,9/19/2023
B,1,9,36.7,1,9/19/2023
B,2,5,89.2,0,9/19/2023
B,2,6,68.6,0,9/19/2023
B,2,8,73.9,1,9/19/2023
B,2,8,68.8,1,9/19/2023
A,2,5,42.3,0,9/19/2023
A,3,6,94.6,0,9/19/2023
A,3,6,94.8,0,9/19/2023
A,4,8,82.9,1,9/19/2023
A,7,9,63.5,1,9/19/2023
A,7,5,28.9,0,9/19/2023
A,8,6,33,1,9/19/2023
A,7,7,57.8,1,9/19/2023
A,7,10,42,0,9/19/2023
B,7,8,68.9,0,9/19/2023
C,1,6,54.3,1,9/19/2023
C,1,4,22.8,0,9/19/2023
C,2,4,20.7,0,9/19/2023
C,2,13,17.9,1,9/19/2023
D,8,7,24.8,1,9/19/2023
D,8,8,54.2,1,9/19/2023
D,8,6,30.7,1,9/19/2023
D,8,9,21,1,9/19/2023
D,8,5,60.8,1,9/19/2023
C,8,7,32.6,1,9/19/2023
C,8,9,23.1,1,9/19/2023
D,3,8,53.7,1,9/19/2023
D,4,6,49.7,0,9/19/2023
C,8,9,38.2,1,9/19/2023
C,8,9,12.8,0,9/19/2023
C,8,10,9.5,0,9/19/2023
B,1,5,44.1,0,9/20/2023
B,1,7,97.6,1,9/20/2023
A,1,4,81.7,1,9/20/2023
A,1,6,60.6,0,9/20/2023
A,2,3,73.6,1,9/20/2023
A,2,5,74.6,1,9/20/2023
A,2,8,78.3,1,9/20/2023
A,2,8,71.3,1,9/20/2023
A,4,8,63.7,1,9/20/2023
A,3,7,107.1,0,9/20/2023
B,4,4,56.8,0,9/20/2023
B,4,6,44.9,0,9/20/2023
B,7,4,67.2,1,9/20/2023
D,1,5,42.3,1,9/20/2023
D,1,6,60.3,1,9/20/2023
D,1,11,43.6,1,9/20/2023
D,2,5,32.4,1,9/20/2023
C,2,9,68.4,1,9/20/2023
C,2,4,22.8,0,9/20/2023
C,2,6,30.7,0,9/20/2023
D,3,3,24.7,0,9/20/2023
D,3,8,81.1,0,9/20/2023
D,4,5,50.2,0,9/20/2023
C,4,6,80.5,1,9/20/2023
C,6,3,59.6,0,9/20/2023
C,8,4,31.9,1,9/20/2023
C,8,11,29.5,1,9/20/2023
C,8,5,34.1,0,9/20/2023
C,8,7,21.5,0,9/20/2023
C,8,8,26.5,0,9/20/2023
D,4,2,30.6,0,9/20/2023
D,5,6,49.1,1,9/20/2023
D,5,8,27.1,0,9/20/2023
A,1,8,40.4,1,9/25/2023
B,1,5,38.4,1,9/25/2023
B,1,6,47.8,1,9/25/2023
B,1,8,32.2,0,9/25/2023
A,1,6,58.6,1,9/25/2023
A,1,7,56.6,1,9/25/2023
A,1,9,47.1,1,9/25/2023
A,2,2,100.6,0,9/25/2023
B,2,4,83.6,0,9/25/2023
B,2,2,40.7,0,9/25/2023
B,2,6,46.3,0,9/25/2023
A,2,3,71.5,1,9/25/2023
B,2,7,43.6,0,9/25/2023
A,3,4,28.1,0,9/25/2023
A,3,3,69.3,0,9/25/2023
A,3,7,84.4,0,9/25/2023
A,4,5,65.5,1,9/25/2023
B,4,4,35.4,0,9/25/2023
B,5,6,66.9,1,9/25/2023
B,5,4,58.5,0,9/25/2023
A,5,3,54.2,0,9/25/2023
A,5,2,49.1,1,9/25/2023
A,4,7,70,1,9/25/2023
B,5,6,43,0,9/25/2023
A,7,2,99.4,1,9/25/2023
A,7,6,89.9,1,9/25/2023
A,8,4,38.6,0,9/25/2023
D,1,5,54.4,1,9/25/2023
D,1,5,25.7,1,9/25/2023
C,1,5,45.6,0,9/25/2023
C,1,6,36.7,0,9/25/2023
C,3,1,41.8,1,9/25/2023
C,3,4,88,1,9/25/2023
C,3,5,72.1,1,9/25/2023
C,3,5,72.4,0,9/25/2023
D,2,6,19,1,9/25/2023
D,3,4,51.9,0,9/25/2023
D,6,6,100.8,1,9/25/2023
D,6,7,54.7,1,9/25/2023
D,7,5,57.9,1,9/25/2023
D,7,6,84.7,1,9/25/2023
D,7,8,55.2,1,9/25/2023
D,7,9,20.6,0,9/25/2023
D,4,4,53.7,1,9/25/2023
D,4,6,11.1,0,9/25/2023
D,8,6,69.4,1,9/25/2023
D,8,7,55.6,1,9/25/2023
D,8,8,73,1,9/25/2023
B,1,4,14.4,0,9/29/2023
B,1,8,66.4,0,9/29/2023
A,2,2,48.5,0,9/29/2023
B,3,3,70.8,1,9/29/2023
A,3,5,73.7,1,9/29/2023
B,2,9,77.5,1,9/29/2023
B,2,9,74,1,9/29/2023
B,1,6,11.2,0,9/29/2023
B,3,5,19.7,0,9/29/2023
B,5,4,44.5,1,9/29/2023
B,5,4,56.3,0,9/29/2023
B,8,4,42.5,0,9/29/2023
B,8,6,62.9,0,9/29/2023
B,8,3,70.5,1,9/29/2023
B,8,7,56.3,0,9/29/2023
A,8,4,50.7,1,9/29/2023
A,8,6,28.5,0,9/29/2023
A,5,6,118.6,1,9/29/2023
C,1,8,62.4,1,9/29/2023
C,1,5,43,0,9/29/2023
C,2,3,26.4,0,9/29/2023
C,2,3,14.6,0,9/29/2023
C,2,3,15.5,0,9/29/2023
C,2,4,15.9,0,9/29/2023
C,2,2,30.6,0,9/29/2023
C,2,2,35.9,0,9/29/2023
D,1,5,55.6,1,9/29/2023
D,1,4,36.8,0,9/29/2023
C,4,5,18.2,0,9/29/2023
C,4,5,34.5,0,9/29/2023
D,1,4,15.3,0,9/29/2023
D,5,6,26.1,0,9/29/2023
D,2,4,70.5,1,9/29/2023
D,2,4,56.5,1,9/29/2023
D,3,4,43.5,0,9/29/2023
D,4,3,72,1,9/29/2023
D,4,3,63.2,1,9/29/2023
D,3,5,71,1,9/29/2023
D,3,7,38.9,1,9/29/2023
D,3,9,66.3,1,9/29/2023
D,3,9,77.5,1,9/29/2023
D,5,6,76.5,1,9/29/2023
D,5,4,59.9,1,9/29/2023
D,5,3,12.8,0,9/29/2023
D,5,3,15.8,0,9/29/2023
D,6,4,72.9,1,9/29/2023
D,5,6,49.8,1,9/29/2023
D,7,4,76.1,1,9/29/2023
D,7,5,56.3,1,9/29/2023
D,8,6,12,0,9/29/2023
D,8,6,14,0,9/29/2023
D,6,5,31.3,0,9/29/2023
D,6,8,60.8,1,9/29/2023
D,6,8,74.6,1,9/29/2023
D,7,6,101.8,1,9/29/2023
C,2,7,9.7,0,9/29/2023
D,2,6,64.2,0,9/29/2023
D,2,8,27,0,9/29/2023
A,6,8,64.3,1,9/29/2023
A,5,7,79.9,1,9/29/2023
D,3,3,17,0,9/29/2023
D,3,7,60.1,0,9/29/2023
D,8,4,83.5,1,9/29/2023
D,5,8,38.8,1,9/29/2023
D,6,7,60.1,1,9/29/2023
D,6,8,43.8,1,9/29/2023
D,8,9,22.5,1,9/29/2023
D,8,11,32.3,1,9/29/2023
D,8,7,36.5,0,9/29/2023
D,8,8,27,0,9/29/2023
D,8,10,12.4,0,9/29/2023
A,1,3,42.9,1,10/3/2023
A,1,4,43.8,0,10/3/2023
B,2,6,70.6,1,10/3/2023
B,1,9,53.5,0,10/3/2023
A,2,3,101.2,1,10/3/2023
A,2,2,86.5,0,10/3/2023
A,2,7,63.5,1,10/3/2023
A,3,6,48,1,10/3/2023
A,3,7,41.1,1,10/3/2023
B,2,11,31.9,1,10/3/2023
A,2,10,72.1,1,10/3/2023
A,2,8,78.5,0,10/3/2023
A,3,6,74.3,0,10/3/2023
A,4,5,84.4,1,10/3/2023
B,4,4,66.6,1,10/3/2023
A,4,7,27.2,0,10/3/2023
B,4,8,102.5,1,10/3/2023
B,3,9,69.8,1,10/3/2023
B,6,8,126.8,0,10/3/2023
A,7,12,90.2,1,10/3/2023
A,7,7,69.7,0,10/3/2023
A,7,8,42.2,0,10/3/2023
A,7,5,76.8,0,10/3/2023
A,7,6,53.7,1,10/3/2023
A,8,5,56.9,0,10/3/2023
A,8,12,80.1,1,10/3/2023
A,8,10,122.7,1,10/3/2023
C,1,4,45,1,10/3/2023
C,1,4,43,1,10/3/2023
C,2,3,76.4,1,10/3/2023
D,2,8,57.8,1,10/3/2023
D,2,8,61.5,1,10/3/2023
D,1,6,48.2,0,10/3/2023
D,1,6,25,0,10/3/2023
D,1,9,40,0,10/3/2023
C,4,3,61.4,1,10/3/2023
C,4,11,70.1,1,10/3/2023
D,6,6,56.9,0,10/3/2023
D,6,8,33.8,0,10/3/2023
D,6,8,45.4,0,10/3/2023
D,6,8,44.9,0,10/3/2023
D,6,12,60.7,1,10/3/2023
D,8,7,47.8,1,10/3/2023
D,1,6,55.8,1,10/3/2023
D,1,7,55.3,1,10/3/2023
C,5,9,62.5,1,10/3/2023
C,5,11,56.1,1,10/3/2023
D,7,6,77.8,1,10/3/2023
C,3,7,86.9,1,10/3/2023
C,3,9,56.4,0,10/3/2023
B,1,2,24.5,0,10/6/2023
B,1,4,29.4,1,10/6/2023
B,1,6,57.3,0,10/6/2023
A,1,5,67.9,0,10/6/2023
A,1,5,63.4,1,10/6/2023
A,1,8,33.2,0,10/6/2023
A,1,10,17.2,0,10/6/2023
B,2,7,50.3,0,10/6/2023
B,2,8,37.2,0,10/6/2023
A,2,4,36.2,0,10/6/2023
A,4,7,82.8,1,10/6/2023
A,4,9,72.7,1,10/6/2023
A,4,11,66.9,1,10/6/2023
B,4,5,36.1,1,10/6/2023
B,6,3,88.3,1,10/6/2023
A,6,6,69.9,1,10/6/2023
A,6,6,75.4,0,10/6/2023
A,7,5,88.7,1,10/6/2023
A,7,6,74,1,10/6/2023
A,7,8,38.8,0,10/6/2023
A,7,9,31.4,0,10/6/2023
B,4,9,62.5,1,10/6/2023
B,4,10,62.3,0,10/6/2023
B,5,9,84.7,1,10/6/2023
B,8,9,88.4,1,10/6/2023
A,8,7,73.7,1,10/6/2023
A,8,8,84.5,1,10/6/2023
C,4,8,66.4,1,10/6/2023
D,4,6,62.2,1,10/6/2023
D,4,7,51.8,1,10/6/2023
C,7,4,163.9,0,10/6/2023
C,7,6,129.3,0,10/6/2023
C,7,7,143.4,0,10/6/2023
D,5,3,23.3,0,10/6/2023
D,5,4,41.2,0,10/6/2023
D,5,6,34.6,0,10/6/2023
D,5,7,18.6,0,10/6/2023
D,3,5,54.3,0,10/6/2023
D,3,9,58,0,10/6/2023
D,8,5,46.4,1,10/6/2023
D,6,9,49.7,1,10/6/2023
D,7,7,63,1,10/6/2023
D,7,9,65.4,1,10/6/2023
D,7,11,31.4,0,10/6/2023
C,8,11,61,1,10/6/2023
D,8,10,73.4,1,10/6/2023
C,8,6,43.7,1,10/6/2023
D,8,6,37.5,0,10/6/2023
C,8,9,16.8,0,10/6/2023
C,8,7,21,0,10/6/2023
D,8,8,30.4,0,10/6/2023
B,1,2,50.7,0,10/11/2023
B,1,8,63.2,1,10/11/2023
B,1,6,19.8,0,10/11/2023
A,1,5,81.3,1,10/11/2023
A,1,7,69.9,1,10/11/2023
A,1,8,55.8,1,10/11/2023
A,1,6,40.5,0,10/11/2023
A,1,11,20.9,0,10/11/2023
B,2,9,80.9,1,10/11/2023
B,2,7,41.6,1,10/11/2023
B,2,5,39.7,0,10/11/2023
A,2,10,56,1,10/11/2023
B,3,3,98.5,0,10/11/2023
A,3,8,66.9,1,10/11/2023
A,3,5,44.2,1,10/11/2023
A,3,6,64.4,0,10/11/2023
A,3,7,41,0,10/11/2023
A,3,9,58.9,0,10/11/2023
A,3,10,96.2,0,10/11/2023
B,4,4,35.8,0,10/11/2023
B,4,4,50.8,0,10/11/2023
B,4,6,77.4,0,10/11/2023
B,4,9,56.5,0,10/11/2023
B,4,7,40,0,10/11/2023
B,4,7,35.5,0,10/11/2023
B,4,10,48.1,0,10/11/2023
B,4,11,18.5,0,10/11/2023
A,4,6,55,1,10/11/2023
A,4,7,56.5,1,10/11/2023
A,4,7,29.8,0,10/11/2023
A,4,8,19.2,0,10/11/2023
A,4,10,15.7,0,10/11/2023
A,5,8,118.2,1,10/11/2023
A,5,4,39,0,10/11/2023
A,5,10,119.2,0,10/11/2023
A,5,7,84.2,0,10/11/2023
A,5,9,88.1,1,10/11/2023
B,6,7,80.6,1,10/11/2023
A,5,8,68,1,10/11/2023
A,6,4,54.7,0,10/11/2023
A,6,7,71.2,0,10/11/2023
A,6,4,78.2,0,10/11/2023
A,6,8,59.5,0,10/11/2023
A,6,8,108.3,0,10/11/2023
A,6,9,73.2,0,10/11/2023
A,7,11,71.3,1,10/11/2023
A,7,6,71.2,1,10/11/2023
A,7,7,52.6,1,10/11/2023
A,7,7,54.1,1,10/11/2023
A,7,9,50,1,10/11/2023
A,7,9,68.2,1,10/11/2023
A,7,8,45.3,0,10/11/2023
A,7,10,30.9,0,10/11/2023
A,8,6,77.2,1,10/11/2023
A,8,7,74.2,1,10/11/2023
A,8,6,66.2,0,10/11/2023
A,8,7,26.3,0,10/11/2023
A,8,10,23.4,0,10/11/2023
A,8,10,18.1,0,10/11/2023
A,8,11,16.2,0,10/11/2023
B,7,6,66.5,1,10/11/2023
B,7,6,61.9,1,10/11/2023
B,7,6,60.4,1,10/11/2023
B,7,6,49,0,10/11/2023
B,5,9,100.4,1,10/11/2023
B,5,3,64.6,1,10/11/2023
B,5,3,62.1,1,10/11/2023
B,5,4,60.8,1,10/11/2023
B,5,6,56.8,1,10/11/2023
B,5,3,50,0,10/11/2023
B,5,5,58.2,0,10/11/2023
B,5,7,32,0,10/11/2023
B,5,6,29.6,0,10/11/2023
B,5,8,37,0,10/11/2023
B,6,4,93.3,1,10/11/2023
B,6,6,86.6,0,10/11/2023
B,6,10,67.6,0,10/11/2023
B,6,9,52.4,0,10/11/2023
B,6,11,75.7,0,10/11/2023
B,6,8,51.2,0,10/11/2023
C,2,1,41.5,0,10/11/2023
B,6,12,54.6,1,10/11/2023
B,6,12,59.1,0,10/11/2023
A,7,9,34.5,0,10/11/2023
B,7,6,57.7,1,10/11/2023
B,8,5,41.1,1,10/11/2023
B,8,6,23.1,1,10/11/2023
B,8,7,36.5,0,10/11/2023
B,8,8,49,0,10/11/2023
B,8,9,29.8,0,10/11/2023
C,1,6,70.2,1,10/11/2023
C,1,4,52.3,1,10/11/2023
C,8,9,30.7,1,10/11/2023
C,8,8,59.4,1,10/11/2023
C,8,5,16.7,1,10/11/2023
C,8,5,17.1,0,10/11/2023
C,1,6,53.9,1,10/11/2023
C,1,8,31.3,0,10/11/2023
C,1,9,28.7,0,10/11/2023
D,1,7,57.2,1,10/11/2023
D,2,6,59.2,1,10/11/2023
D,1,7,48.8,0,10/11/2023
D,1,9,36,0,10/11/2023
D,1,8,39.6,0,10/11/2023
C,2,3,25.9,1,10/11/2023
D,2,4,60.1,0,10/11/2023
D,2,3,91.3,0,10/11/2023
D,2,6,40.3,0,10/11/2023
D,3,4,72,1,10/11/2023
D,3,6,73.7,1,10/11/2023
D,3,8,46.8,1,10/11/2023
D,3,8,36.8,1,10/11/2023
D,3,7,65.8,1,10/11/2023
D,3,9,66.3,1,10/11/2023
C,2,4,31.3,1,10/11/2023
C,2,5,25.8,0,10/11/2023
C,2,6,15,0,10/11/2023
C,2,5,21.9,0,10/11/2023
C,7,3,99.6,1,10/11/2023
C,7,2,150.5,0,10/11/2023
C,7,7,116.2,0,10/11/2023
C,7,8,42.8,0,10/11/2023
D,7,6,79.3,1,10/11/2023
C,6,5,121.4,1,10/11/2023
C,6,7,33.5,0,10/11/2023
C,6,6,15.6,0,10/11/2023
C,3,2,67.6,0,10/11/2023
C,3,3,87.9,1,10/11/2023
C,3,5,50.8,1,10/11/2023
C,3,7,30,0,10/11/2023
C,6,5,112.2,0,10/11/2023
D,6,9,35.7,0,10/11/2023
D,6,8,48,0,10/11/2023
D,7,6,91.2,1,10/11/2023
C,7,6,30.7,0,10/11/2023
D,7,4,68.5,0,10/11/2023
C,3,12,83.5,0,10/11/2023
C,4,6,48.3,0,10/11/2023
C,6,18,57.3,1,10/11/2023
C,7,6,24.3,0,10/11/2023
C,5,8,46.9,0,10/11/2023
C,2,10,18.5,0,10/11/2023
D,7,7,71.3,0,10/11/2023
C,6,10,61.3,0,10/11/2023
D,4,11,65.7,0,10/11/2023
C,6,10,46.8,0,10/11/2023
D,8,8,31.2,0,10/11/2023
C,3,12,71.1,0,10/11/2023
D,5,10,21.2,0,10/11/2023
C,2,6,17.5,1,10/11/2023
D,7,6,17.1,0,10/11/2023
C,2,3,18,0,10/11/2023
C,2,9,24.7,1,10/11/2023
C,2,10,13.6,0,10/11/2023
C,2,9,9.5,1,10/11/2023
C,7,8,80.9,0,10/11/2023
C,4,8,79,0,10/11/2023
C,5,6,102.9,0,10/11/2023
C,4,3,33.9,0,10/11/2023
C,6,4,49.9,1,10/11/2023
C,7,8,43.2,1,10/11/2023
D,6,6,64.1,1,10/11/2023
B,7,4,73.8,0,10/20/2023
A,1,5,105.4,0,10/20/2023
A,1,6,71.1,0,10/20/2023
B,2,6,68.7,0,10/20/2023
A,1,7,45.6,0,10/20/2023
A,1,8,28.4,0,10/20/2023
B,2,6,68.8,0,10/20/2023
A,1,7,34.1,0,10/20/2023
A,1,11,13.7,0,10/20/2023
A,1,8,59.2,0,10/20/2023
A,1,9,55.8,0,10/20/2023
A,1,9,59,0,10/20/2023
B,1,2,47.6,0,10/20/2023
B,1,2,63,0,10/20/2023
B,1,5,20.1,0,10/20/2023
B,1,6,61.5,0,10/20/2023
B,1,9,79.5,0,10/20/2023
B,1,9,70.8,0,10/20/2023
B,1,9,80.3,0,10/20/2023
B,1,8,29.8,0,10/20/2023
B,1,11,110.5,0,10/20/2023
B,1,8,21.5,0,10/20/2023
B,1,10,46.3,0,10/20/2023
B,1,9,50.5,0,10/20/2023
B,1,5,64.7,0,10/20/2023
B,1,6,58.6,0,10/20/2023
B,1,9,16.5,0,10/20/2023
B,1,11,105.8,0,10/20/2023
B,1,16,14.6,0,10/20/2023
B,1,15,60.7,0,10/20/2023
B,1,7,77.8,0,10/20/2023
B,1,8,47.1,0,10/20/2023
B,2,6,31.3,0,10/20/2023
B,2,6,42.1,0,10/20/2023
B,2,10,20.8,0,10/20/2023
A,2,7,51.4,0,10/20/2023
A,2,8,61.8,0,10/20/2023
A,2,8,60.4,1,10/20/2023
D,1,7,49.7,0,10/20/2023
A,2,8,51.6,0,10/20/2023
D,1,5,49.8,0,10/20/2023
D,1,5,18.7,0,10/20/2023
D,1,8,49.3,0,10/20/2023
B,3,6,84.3,1,10/20/2023
B,3,6,47.2,1,10/20/2023
B,3,6,52.5,1,10/20/2023
D,2,6,97.9,0,10/20/2023
D,2,5,60,0,10/20/2023
B,3,7,52.8,0,10/20/2023
B,3,7,42.3,0,10/20/2023
B,3,8,84.7,0,10/20/2023
D,2,4,32.7,0,10/20/2023
D,1,7,67,0,10/20/2023
D,1,8,55.8,0,10/20/2023
D,2,5,46.7,0,10/20/2023
C,1,7,21.4,0,10/20/2023
C,1,7,41.8,0,10/20/2023
D,2,5,45.2,0,10/20/2023
D,2,5,26.8,0,10/20/2023
A,3,6,76.7,0,10/20/2023
D,1,6,56.7,0,10/20/2023
B,3,6,47.7,0,10/20/2023
B,4,9,41.5,0,10/20/2023
B,4,9,52.3,0,10/20/2023
D,1,7,33.2,0,10/20/2023
D,2,7,17.5,0,10/20/2023
D,2,10,45.6,0,10/20/2023
D,2,8,8.8,0,10/20/2023
C,1,6,23.5,0,10/20/2023
D,2,9,25.3,0,10/20/2023
D,1,7,35.8,0,10/20/2023
D,1,5,39.3,0,10/20/2023
D,2,6,13.7,0,10/20/2023
D,2,8,20.7,0,10/20/2023
B,4,6,73.5,0,10/20/2023
A,3,5,44.8,0,10/20/2023
A,3,5,38.1,0,10/20/2023
B,2,8,15.9,0,10/20/2023
A,3,3,21.5,1,10/20/2023
A,3,8,45.4,0,10/20/2023
D,2,8,30.3,0,10/20/2023
C,1,7,62.1,0,10/20/2023
D,2,6,66.2,0,10/20/2023
D,3,5,67,0,10/20/2023
C,2,7,9.2,0,10/20/2023
C,2,10,17.4,0,10/20/2023
C,2,11,17.6,0,10/20/2023
C,2,11,33.5,1,10/20/2023
C,2,7,24.4,0,10/20/2023
D,3,4,34.6,0,10/20/2023
C,2,10,13.7,0,10/20/2023
C,1,7,85.9,1,10/20/2023
D,2,8,34.3,0,10/20/2023
C,1,7,41.3,0,10/20/2023
C,2,12,51.7,0,10/20/2023
C,2,12,15.9,0,10/20/2023
C,2,10,24.4,0,10/20/2023
C,2,6,21.9,0,10/20/2023
C,2,7,14.8,0,10/20/2023
C,2,7,14.2,0,10/20/2023
C,2,6,20.1,1,10/20/2023
C,2,6,26.4,1,10/20/2023
D,2,9,56.6,0,10/20/2023
D,2,5,46.6,1,10/20/2023
D,2,9,62.1,0,10/20/2023
C,2,7,12.9,0,10/20/2023
C,2,7,9.5,0,10/20/2023
A,3,9,70.2,0,10/20/2023
A,3,11,85.6,0,10/20/2023
A,3,10,34.4,0,10/20/2023
A,3,3,23.3,0,10/20/2023
A,3,8,44.9,0,10/20/2023
C,2,9,24.5,0,10/20/2023
C,2,7,13.9,0,10/20/2023
C,2,8,21.6,0,10/20/2023
A,3,10,18.2,0,10/20/2023
A,3,9,17.6,0,10/20/2023
A,3,8,59.8,0,10/20/2023
C,2,9,17,0,10/20/2023
C,2,7,12.1,0,10/20/2023
A,3,9,14.4,0,10/20/2023
D,2,5,20.8,1,10/20/2023
D,2,5,44.5,1,10/20/2023
C,2,10,40.9,0,10/20/2023
C,2,10,37,0,10/20/2023
C,2,8,12.2,0,10/20/2023
D,3,9,17.6,0,10/20/2023
C,3,5,28.9,0,10/20/2023
C,2,10,31.6,0,10/20/2023
C,2,7,24,0,10/20/2023
C,3,6,34.5,0,10/20/2023
B,4,6,39.5,0,10/20/2023
C,4,7,44.4,0,10/20/2023
C,4,7,15.7,0,10/20/2023
B,4,6,40.8,0,10/20/2023
B,4,7,55.6,0,10/20/2023
C,1,9,32.7,0,10/20/2023
B,4,4,13.8,0,10/20/2023
B,4,2,13.3,0,10/20/2023
C,4,4,45.3,0,10/20/2023
C,4,4,59,0,10/20/2023
C,2,9,20.9,0,10/20/2023
C,4,5,43.1,0,10/20/2023
C,2,10,36.9,0,10/20/2023
C,4,6,31.6,0,10/20/2023
C,1,6,22.7,1,10/20/2023
C,2,8,11.4,0,10/20/2023
B,4,6,35.7,0,10/20/2023
B,4,6,41,0,10/20/2023
D,3,11,69.5,1,10/20/2023
D,3,12,59.3,0,10/20/2023
D,3,11,32.6,0,10/20/2023
D,4,6,61,0,10/20/2023
B,4,7,25,0,10/20/2023
D,4,5,52.4,0,10/20/2023
C,2,11,14.8,0,10/20/2023
C,4,6,11.1,0,10/20/2023
C,2,6,15.1,0,10/20/2023
C,2,12,42.2,0,10/20/2023
D,4,6,58,0,10/20/2023
B,5,9,57,0,10/20/2023
D,4,5,81.1,0,10/20/2023
B,5,6,58.2,0,10/20/2023
B,5,3,44.3,0,10/20/2023
D,4,7,77,0,10/20/2023
B,5,5,77.1,0,10/20/2023
B,6,10,88.6,1,10/20/2023
C,3,9,20.5,0,10/20/2023
C,2,7,17.9,0,10/20/2023
C,2,12,32.8,0,10/20/2023
A,4,5,56.6,0,10/20/2023
A,4,5,43,0,10/20/2023
C,4,7,68.7,0,10/20/2023
D,5,7,30.7,0,10/20/2023
A,4,5,24.5,0,10/20/2023
A,4,2,36.4,0,10/20/2023
A,4,5,38,0,10/20/2023
D,4,6,32.3,0,10/20/2023
A,4,6,63.1,0,10/20/2023
D,4,10,34.3,0,10/20/2023
A,4,5,33.9,0,10/20/2023
A,4,8,37.1,0,10/20/2023
D,6,6,53,0,10/20/2023
A,4,10,46.7,0,10/20/2023
D,5,11,30.1,0,10/20/2023
C,4,7,36.2,0,10/20/2023
C,4,8,35.5,0,10/20/2023
D,6,6,65.8,0,10/20/2023
C,4,10,59.3,0,10/20/2023
A,4,6,58,0,10/20/2023
A,4,7,69.9,0,10/20/2023
A,4,6,18,0,10/20/2023
A,5,5,71.2,0,10/20/2023
A,5,5,55.2,0,10/20/2023
A,5,6,91.7,0,10/20/2023
A,5,5,83.5,0,10/20/2023
A,5,3,22.8,0,10/20/2023
D,5,5,57.3,0,10/20/2023
A,5,5,46,0,10/20/2023
A,5,5,45.1,0,10/20/2023
D,5,5,47.7,0,10/20/2023
A,5,8,93.6,0,10/20/2023
A,5,9,41.5,0,10/20/2023
A,8,10,54.6,0,10/20/2023
A,5,12,82.5,0,10/20/2023
A,8,12,45.1,0,10/20/2023
A,5,5,40.8,0,10/20/2023
B,6,6,57.1,0,10/20/2023
B,6,6,31,0,10/20/2023
A,8,12,15.6,0,10/20/2023
A,8,12,38.5,0,10/20/2023
A,7,7,84.6,0,10/20/2023
B,6,10,36.9,0,10/20/2023
B,6,9,99.2,0,10/20/2023
A,5,10,60.1,0,10/20/2023
